Fecha;Unidad;COD_CCAA;CCAA;Cod_Provincia;Provincia;TOTAL_CAMAS;OCUPADAS_COVID19;OCUPADAS_NO_COVID19
08/09/2020;Hospitalización convencional;8;CASTILLA LA MANCHA;19;Guadalajara;346;43;212
08/09/2020;Hospitalización convencional;16;PAÍS VASCO;1;Araba/Álava;615;66;438
08/09/2020;U. Críticas CON respirador;1;ANDALUCÍA;29;Málaga;209;38;67
08/09/2020;U. Críticas CON respirador;1;ANDALUCÍA;41;Sevilla;245;17;107
08/09/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;9;Burgos;45;8;11
08/09/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;16;Cuenca;30;2;8
08/09/2020;U. Críticas CON respirador;13;MADRID;28;Madrid;924;299;392
09/09/2020;Hospitalización convencional;1;ANDALUCÍA;4;Almería;1303;55;646
09/09/2020;Hospitalización convencional;8;CASTILLA LA MANCHA;2;Albacete;911;58;489
09/09/2020;Hospitalización convencional;11;EXTREMADURA;6;Badajoz;3836;42;1033
09/09/2020;Hospitalización convencional;12;GALICIA;36;Pontevedra;2215;25;1538
09/09/2020;U. Críticas CON respirador;2;ARAGÓN;50;Zaragoza;146;55;53
09/09/2020;U. Críticas SIN respirador;1;ANDALUCÍA;21;Huelva;32;0;2
09/09/2020;U. Críticas SIN respirador;1;ANDALUCÍA;41;Sevilla;101;2;39
09/09/2020;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;3;Alicante/Alacant;76;3;16
10/09/2020;Hospitalización convencional;8;CASTILLA LA MANCHA;16;Cuenca;372;19;153
10/09/2020;Hospitalización convencional;8;CASTILLA LA MANCHA;19;Guadalajara;346;52;212
10/09/2020;U. Críticas CON respirador;1;ANDALUCÍA;18;Granada;132;13;29
10/09/2020;U. Críticas CON respirador;1;ANDALUCÍA;29;Málaga;209;41;73
10/09/2020;U. Críticas CON respirador;9;CATALUÑA;25;Lleida;37;13;9
10/09/2020;U. Críticas SIN respirador;6;CANTABRIA;39;Cantabria;26;0;6
11/09/2020;Hospitalización convencional;4;ISLAS BALEARES;7;Balears, Illes;2928;316;1672
11/09/2020;Hospitalización convencional;10;COMUNIDAD VALENCIANA;46;Valencia/València;4959;271;3047
11/09/2020;Hospitalización convencional;18;CEUTA;51;Ceuta;150;7;57
11/09/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;37;Salamanca;60;5;27
11/09/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;40;Segovia;18;3;4
11/09/2020;U. Críticas SIN respirador;1;ANDALUCÍA;21;Huelva;32;0;1
12/09/2020;U. Críticas CON respirador;1;ANDALUCÍA;23;Jaén;66;6;24
12/09/2020;U. Críticas CON respirador;2;ARAGÓN;22;Huesca;30;9;3
12/09/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;45;Toledo;78;23;18
12/09/2020;U. Críticas CON respirador;9;CATALUÑA;8;Barcelona;670;111;310
12/09/2020;U. Críticas SIN respirador;16;PAÍS VASCO;20;Gipuzkoa;0;0;0
13/09/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;37;Salamanca;696;87;453
13/09/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;42;Soria;262;17;137
13/09/2020;Hospitalización convencional;10;COMUNIDAD VALENCIANA;46;Valencia/València;4959;299;3114
13/09/2020;Hospitalización convencional;17;LA RIOJA;26;Rioja, La;674;70;383
13/09/2020;U. Críticas SIN respirador;2;ARAGÓN;44;Teruel;0;0;0
13/09/2020;U. Críticas SIN respirador;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;18;0;6
13/09/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;42;Soria;0;0;0
13/09/2020;U. Críticas SIN respirador;15;NAVARRA;31;Navarra;12;0;1
14/09/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;5;Ávila;403;35;224
14/09/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;24;León;1191;39;864
14/09/2020;Hospitalización convencional;9;CATALUÑA;8;Barcelona;16896;1029;12678
14/09/2020;Hospitalización convencional;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;1304;50;770
14/09/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;2;Albacete;29;4;17
14/09/2020;U. Críticas SIN respirador;11;EXTREMADURA;10;Cáceres;21;4;0
15/09/2020;Hospitalización convencional;1;ANDALUCÍA;11;Cádiz;2501;138;1538
15/09/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;37;Salamanca;691;79;481
15/09/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;40;Segovia;325;20;187
27/08/2020;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;432;29;143
27/08/2020;U. Críticas SIN respirador;1;ANDALUCÍA;29;Málaga;117;2;7
27/08/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;16;Cuenca;11;0;0
27/08/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;19;Guadalajara;30;3;0
27/08/2020;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;3;Alicante/Alacant;78;1;15
27/08/2020;U. Críticas SIN respirador;17;LA RIOJA;26;Rioja, La;0;0;0
28/08/2020;Hospitalización convencional;13;MADRID;28;Madrid;13787;1713;8524
28/08/2020;Hospitalización convencional;16;PAÍS VASCO;48;Bizkaia;1904;272;1132
28/08/2020;U. Críticas CON respirador;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;176;6;67
28/08/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;24;León;0;0;0
28/08/2020;U. Críticas SIN respirador;11;EXTREMADURA;6;Badajoz;10;0;0
29/08/2020;Hospitalización convencional;1;ANDALUCÍA;29;Málaga;2626;141;1672
29/08/2020;Hospitalización convencional;4;ISLAS BALEARES;7;Balears, Illes;3000;235;1778
29/08/2020;Hospitalización convencional;10;COMUNIDAD VALENCIANA;46;Valencia/València;4864;234;2769
29/08/2020;U. Críticas CON respirador;3;ASTURIAS;33;Asturias;210;4;49
29/08/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;13;Ciudad Real;73;6;14
29/08/2020;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;432;26;143
29/08/2020;U. Críticas SIN respirador;1;ANDALUCÍA;21;Huelva;32;0;0
29/08/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;5;Ávila;5;0;0
29/08/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;49;Zamora;0;0;0
29/08/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;16;Cuenca;11;0;0
30/08/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;34;Palencia;325;9;250
30/08/2020;U. Críticas CON respirador;1;ANDALUCÍA;21;Huelva;41;0;22
30/08/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;5;Ávila;8;3;0
30/08/2020;U. Críticas CON respirador;9;CATALUÑA;8;Barcelona;665;107;317
30/08/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;24;León;0;0;0
31/08/2020;Hospitalización convencional;1;ANDALUCÍA;14;Córdoba;1552;61;819
31/08/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;49;Zamora;364;26;242
31/08/2020;Hospitalización convencional;17;LA RIOJA;26;Rioja, La;674;43;409
31/08/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;13;Ciudad Real;73;6;15
31/08/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;47;Valladolid;14;0;3
31/08/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;13;Ciudad Real;6;1;2
31/08/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;45;Toledo;20;0;12
01/09/2020;Hospitalización convencional;9;CATALUÑA;8;Barcelona;16667;707;12562
01/09/2020;Hospitalización convencional;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;1303;36;734
01/09/2020;U. Críticas CON respirador;1;ANDALUCÍA;21;Huelva;41;0;19
01/09/2020;U. Críticas CON respirador;9;CATALUÑA;43;Tarragona;103;10;39
01/09/2020;U. Críticas CON respirador;11;EXTREMADURA;10;Cáceres;45;4;16
01/09/2020;U. Críticas CON respirador;12;GALICIA;32;Ourense;51;3;9
01/09/2020;U. Críticas SIN respirador;1;ANDALUCÍA;11;Cádiz;50;1;10
01/09/2020;U. Críticas SIN respirador;1;ANDALUCÍA;18;Granada;38;0;20
02/09/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;9;Burgos;847;34;693
02/09/2020;Hospitalización convencional;15;NAVARRA;31;Navarra;1654;71;944
02/09/2020;U. Críticas CON respirador;1;ANDALUCÍA;11;Cádiz;164;14;45
02/09/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;42;Soria;16;3;6
02/09/2020;U. Críticas CON respirador;13;MADRID;28;Madrid;909;230;362
02/09/2020;U. Críticas CON respirador;16;PAÍS VASCO;20;Gipuzkoa;85;15;44
02/09/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;42;Soria;0;0;0
02/09/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;13;Ciudad Real;6;0;3
02/09/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;45;Toledo;20;0;6
02/09/2020;U. Críticas SIN respirador;9;CATALUÑA;25;Lleida;16;0;12
03/09/2020;Hospitalización convencional;2;ARAGÓN;44;Teruel;392;35;185
03/09/2020;Hospitalización convencional;9;CATALUÑA;8;Barcelona;16718;682;12543
03/09/2020;Hospitalización convencional;9;CATALUÑA;17;Girona;2001;46;1462
03/09/2020;U. Críticas CON respirador;6;CANTABRIA;39;Cantabria;89;4;39
03/09/2020;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;428;29;164
03/09/2020;U. Críticas CON respirador;12;GALICIA;15;Coruña, A;211;7;72
03/09/2020;U. Críticas CON respirador;12;GALICIA;32;Ourense;51;4;9
03/09/2020;U. Críticas SIN respirador;1;ANDALUCÍA;4;Almería;42;1;13
03/09/2020;U. Críticas SIN respirador;1;ANDALUCÍA;18;Granada;38;0;19
03/09/2020;U. Críticas SIN respirador;11;EXTREMADURA;10;Cáceres;21;3;0
03/09/2020;U. Críticas SIN respirador;16;PAÍS VASCO;20;Gipuzkoa;0;0;0
04/09/2020;Hospitalización convencional;1;ANDALUCÍA;41;Sevilla;3115;106;1898
29/08/2020;U. Críticas SIN respirador;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;19;0;10
29/08/2020;U. Críticas SIN respirador;14;MURCIA;30;Murcia;143;2;7
29/08/2020;U. Críticas SIN respirador;16;PAÍS VASCO;1;Araba/Álava;8;0;2
29/08/2020;U. Críticas SIN respirador;17;LA RIOJA;26;Rioja, La;0;0;0
30/08/2020;Hospitalización convencional;9;CATALUÑA;17;Girona;1974;46;1403
30/08/2020;Hospitalización convencional;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;1303;26;685
30/08/2020;U. Críticas CON respirador;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;176;6;77
30/08/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;19;Guadalajara;18;2;5
30/08/2020;U. Críticas SIN respirador;4;ISLAS BALEARES;7;Balears, Illes;54;3;15
30/08/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;2;Albacete;29;2;24
30/08/2020;U. Críticas SIN respirador;11;EXTREMADURA;6;Badajoz;10;0;0
30/08/2020;U. Críticas SIN respirador;16;PAÍS VASCO;20;Gipuzkoa;0;0;0
31/08/2020;Hospitalización convencional;2;ARAGÓN;22;Huesca;529;45;302
31/08/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;9;Burgos;847;38;484
31/08/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;40;Segovia;278;15;159
31/08/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;2;Albacete;38;4;10
31/08/2020;U. Críticas CON respirador;15;NAVARRA;31;Navarra;101;9;36
31/08/2020;U. Críticas CON respirador;16;PAÍS VASCO;20;Gipuzkoa;85;12;36
31/08/2020;U. Críticas SIN respirador;14;MURCIA;30;Murcia;160;7;15
31/08/2020;U. Críticas SIN respirador;16;PAÍS VASCO;1;Araba/Álava;8;0;0
01/09/2020;U. Críticas CON respirador;6;CANTABRIA;39;Cantabria;89;5;36
01/09/2020;U. Críticas SIN respirador;5;ISLAS CANARIAS;35;Palmas, Las;48;0;22
01/09/2020;U. Críticas SIN respirador;9;CATALUÑA;43;Tarragona;5;1;4
02/09/2020;Hospitalización convencional;1;ANDALUCÍA;14;Córdoba;1552;78;867
02/09/2020;Hospitalización convencional;1;ANDALUCÍA;21;Huelva;874;4;456
02/09/2020;Hospitalización convencional;2;ARAGÓN;22;Huesca;529;44;298
02/09/2020;Hospitalización convencional;10;COMUNIDAD VALENCIANA;3;Alicante/Alacant;4061;146;2306
02/09/2020;U. Críticas CON respirador;1;ANDALUCÍA;14;Córdoba;74;6;34
02/09/2020;U. Críticas CON respirador;2;ARAGÓN;44;Teruel;8;3;3
02/09/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;49;Zamora;17;2;2
02/09/2020;U. Críticas CON respirador;12;GALICIA;36;Pontevedra;176;3;57
02/09/2020;U. Críticas CON respirador;18;CEUTA;51;Ceuta;7;0;3
03/09/2020;U. Críticas CON respirador;11;EXTREMADURA;10;Cáceres;45;5;14
03/09/2020;U. Críticas SIN respirador;1;ANDALUCÍA;11;Cádiz;50;2;13
03/09/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;37;Salamanca;5;0;0
04/09/2020;Hospitalización convencional;1;ANDALUCÍA;14;Córdoba;1552;75;752
04/09/2020;U. Críticas CON respirador;3;ASTURIAS;33;Asturias;210;4;42
04/09/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;42;Soria;16;2;4
04/09/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;13;Ciudad Real;73;9;17
04/09/2020;U. Críticas CON respirador;16;PAÍS VASCO;1;Araba/Álava;45;13;13
04/09/2020;U. Críticas CON respirador;17;LA RIOJA;26;Rioja, La;43;8;10
04/09/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;5;Ávila;0;0;0
04/09/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;45;Toledo;20;0;5
04/09/2020;U. Críticas SIN respirador;9;CATALUÑA;8;Barcelona;189;20;101
04/09/2020;U. Críticas SIN respirador;9;CATALUÑA;25;Lleida;16;0;12
05/09/2020;U. Críticas CON respirador;11;EXTREMADURA;6;Badajoz;129;5;38
05/09/2020;U. Críticas CON respirador;12;GALICIA;32;Ourense;51;5;11
05/09/2020;U. Críticas CON respirador;19;MELILLA;52;Melilla;8;2;0
05/09/2020;U. Críticas SIN respirador;1;ANDALUCÍA;18;Granada;38;0;19
05/09/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;40;Segovia;4;0;0
06/09/2020;Hospitalización convencional;3;ASTURIAS;33;Asturias;3030;44;1909
06/09/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;47;Valladolid;992;116;630
06/09/2020;Hospitalización convencional;12;GALICIA;15;Coruña, A;3171;92;2041
06/09/2020;U. Críticas CON respirador;1;ANDALUCÍA;11;Cádiz;164;16;39
06/09/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;16;Cuenca;30;2;6
06/09/2020;U. Críticas CON respirador;16;PAÍS VASCO;1;Araba/Álava;45;11;20
06/09/2020;U. Críticas SIN respirador;9;CATALUÑA;25;Lleida;17;0;15
06/09/2020;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;6;0;0
07/09/2020;Hospitalización convencional;1;ANDALUCÍA;4;Almería;1303;73;633
07/09/2020;U. Críticas CON respirador;5;ISLAS CANARIAS;35;Palmas, Las;213;40;64
07/09/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;24;León;65;1;20
07/09/2020;U. Críticas SIN respirador;1;ANDALUCÍA;18;Granada;38;0;18
07/09/2020;U. Críticas SIN respirador;1;ANDALUCÍA;29;Málaga;117;5;10
08/09/2020;Hospitalización convencional;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;2533;44;1790
23/10/2020;U. Críticas SIN respirador;1;ANDALUCÍA;41;Sevilla;101;2;42
23/10/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;9;Burgos;13;9;0
23/10/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;47;Valladolid;14;0;3
23/10/2020;U. Críticas SIN respirador;9;CATALUÑA;25;Lleida;73;38;28
24/10/2020;Hospitalización convencional;4;ISLAS BALEARES;7;Balears, Illes;3027;142;1850
24/10/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;40;Segovia;325;35;165
24/10/2020;Hospitalización convencional;18;CEUTA;51;Ceuta;170;22;56
24/10/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;16;Cuenca;30;3;4
24/10/2020;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;423;52;149
24/10/2020;U. Críticas SIN respirador;1;ANDALUCÍA;29;Málaga;117;0;10
24/10/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;19;Guadalajara;30;2;0
24/10/2020;U. Críticas SIN respirador;12;GALICIA;32;Ourense;33;2;8
24/10/2020;U. Críticas SIN respirador;17;LA RIOJA;26;Rioja, La;4;0;0
25/10/2020;Hospitalización convencional;1;ANDALUCÍA;23;Jaén;1121;217;471
25/10/2020;Hospitalización convencional;1;ANDALUCÍA;41;Sevilla;3236;558;1958
25/10/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;9;Burgos;1053;176;485
25/10/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;47;Valladolid;1311;307;681
25/10/2020;U. Críticas CON respirador;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;178;30;63
25/10/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;19;Guadalajara;38;16;9
25/10/2020;U. Críticas CON respirador;9;CATALUÑA;17;Girona;80;37;29
25/10/2020;U. Críticas CON respirador;13;MADRID;28;Madrid;1124;510;336
25/10/2020;U. Críticas CON respirador;16;PAÍS VASCO;20;Gipuzkoa;85;28;25
25/10/2020;U. Críticas SIN respirador;2;ARAGÓN;22;Huesca;0;0;0
25/10/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;34;Palencia;0;0;0
25/10/2020;U. Críticas SIN respirador;12;GALICIA;36;Pontevedra;53;0;2
26/10/2020;Hospitalización convencional;12;GALICIA;32;Ourense;1014;87;648
26/10/2020;U. Críticas CON respirador;1;ANDALUCÍA;14;Córdoba;90;24;30
26/10/2020;U. Críticas CON respirador;15;NAVARRA;31;Navarra;121;49;44
26/10/2020;U. Críticas SIN respirador;1;ANDALUCÍA;14;Córdoba;59;1;3
26/10/2020;U. Críticas SIN respirador;9;CATALUÑA;43;Tarragona;11;3;8
26/10/2020;U. Críticas SIN respirador;15;NAVARRA;31;Navarra;12;0;5
27/10/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;34;Palencia;428;92;214
28/10/2020;Hospitalización convencional;1;ANDALUCÍA;14;Córdoba;1562;222;882
28/10/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;37;Salamanca;81;30;25
28/10/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;42;Soria;14;4;4
28/10/2020;U. Críticas SIN respirador;3;ASTURIAS;33;Asturias;44;0;2
28/10/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;5;Ávila;0;0;0
29/10/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;5;Ávila;14;9;2
29/10/2020;U. Críticas CON respirador;9;CATALUÑA;8;Barcelona;808;330;319
29/10/2020;U. Críticas CON respirador;9;CATALUÑA;43;Tarragona;109;51;27
29/10/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;40;Segovia;4;0;0
30/10/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;49;Zamora;433;134;170
30/10/2020;Hospitalización convencional;9;CATALUÑA;43;Tarragona;2461;313;1629
30/10/2020;Hospitalización convencional;10;COMUNIDAD VALENCIANA;46;Valencia/València;5046;593;2990
30/10/2020;U. Críticas CON respirador;1;ANDALUCÍA;11;Cádiz;165;36;27
30/10/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;24;León;87;27;21
30/10/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;9;Burgos;17;9;1
30/10/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;47;Valladolid;14;0;3
30/10/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;13;Ciudad Real;6;1;3
30/10/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;45;Toledo;20;2;7
31/10/2020;Hospitalización convencional;1;ANDALUCÍA;11;Cádiz;2419;219;1263
31/10/2020;Hospitalización convencional;2;ARAGÓN;50;Zaragoza;2973;554;1534
31/10/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;24;León;1465;277;683
31/10/2020;Hospitalización convencional;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;1304;89;649
31/10/2020;Hospitalización convencional;16;PAÍS VASCO;1;Araba/Álava;597;72;399
31/10/2020;U. Críticas CON respirador;12;GALICIA;15;Coruña, A;209;35;88
31/10/2020;U. Críticas CON respirador;12;GALICIA;32;Ourense;51;16;12
31/10/2020;U. Críticas CON respirador;17;LA RIOJA;26;Rioja, La;56;29;17
31/10/2020;U. Críticas SIN respirador;12;GALICIA;32;Ourense;33;2;13
31/10/2020;U. Críticas SIN respirador;17;LA RIOJA;26;Rioja, La;4;0;0
01/11/2020;Hospitalización convencional;8;CASTILLA LA MANCHA;13;Ciudad Real;1353;121;449
01/11/2020;Hospitalización convencional;9;CATALUÑA;25;Lleida;983;105;671
01/11/2020;Hospitalización convencional;12;GALICIA;15;Coruña, A;3221;215;2114
01/11/2020;U. Críticas CON respirador;1;ANDALUCÍA;18;Granada;163;100;22
31/08/2020;Hospitalización convencional;1;ANDALUCÍA;21;Huelva;874;4;496
31/08/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;42;Soria;16;2;5
31/08/2020;U. Críticas SIN respirador;1;ANDALUCÍA;14;Córdoba;81;1;3
31/08/2020;U. Críticas SIN respirador;9;CATALUÑA;25;Lleida;16;0;14
01/09/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;24;León;1229;14;736
01/09/2020;Hospitalización convencional;9;CATALUÑA;17;Girona;1999;60;1381
01/09/2020;U. Críticas CON respirador;19;MELILLA;52;Melilla;8;2;1
02/09/2020;Hospitalización convencional;3;ASTURIAS;33;Asturias;3030;46;1990
02/09/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;37;Salamanca;632;66;431
02/09/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;49;Zamora;364;19;240
02/09/2020;Hospitalización convencional;12;GALICIA;15;Coruña, A;3171;88;2081
02/09/2020;U. Críticas SIN respirador;14;MURCIA;30;Murcia;160;10;19
03/09/2020;Hospitalización convencional;1;ANDALUCÍA;4;Almería;1303;84;651
03/09/2020;Hospitalización convencional;2;ARAGÓN;50;Zaragoza;2929;323;1549
03/09/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;24;León;1225;18;829
03/09/2020;Hospitalización convencional;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;1302;41;727
03/09/2020;Hospitalización convencional;11;EXTREMADURA;10;Cáceres;956;11;508
03/09/2020;Hospitalización convencional;12;GALICIA;27;Lugo;981;51;493
03/09/2020;Hospitalización convencional;12;GALICIA;32;Ourense;950;28;660
03/09/2020;Hospitalización convencional;12;GALICIA;36;Pontevedra;2218;23;1423
03/09/2020;Hospitalización convencional;16;PAÍS VASCO;20;Gipuzkoa;1313;87;833
03/09/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;47;Valladolid;102;14;24
03/09/2020;U. Críticas CON respirador;9;CATALUÑA;43;Tarragona;102;12;30
03/09/2020;U. Críticas CON respirador;16;PAÍS VASCO;48;Bizkaia;170;26;55
03/09/2020;U. Críticas SIN respirador;4;ISLAS BALEARES;7;Balears, Illes;52;2;20
03/09/2020;U. Críticas SIN respirador;12;GALICIA;32;Ourense;33;0;14
04/09/2020;Hospitalización convencional;14;MURCIA;30;Murcia;3466;186;1982
04/09/2020;Hospitalización convencional;16;PAÍS VASCO;48;Bizkaia;1943;245;1263
04/09/2020;U. Críticas CON respirador;1;ANDALUCÍA;11;Cádiz;164;16;44
04/09/2020;U. Críticas CON respirador;16;PAÍS VASCO;20;Gipuzkoa;85;15;41
05/09/2020;Hospitalización convencional;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;1303;40;654
05/09/2020;Hospitalización convencional;12;GALICIA;32;Ourense;950;26;636
05/09/2020;Hospitalización convencional;18;CEUTA;51;Ceuta;152;5;57
05/09/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;37;Salamanca;56;6;23
05/09/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;47;Valladolid;69;14;35
05/09/2020;U. Críticas CON respirador;12;GALICIA;15;Coruña, A;211;6;73
05/09/2020;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;3;Alicante/Alacant;79;2;19
05/09/2020;U. Críticas SIN respirador;12;GALICIA;32;Ourense;33;0;8
05/09/2020;U. Críticas SIN respirador;18;CEUTA;51;Ceuta;0;0;0
06/09/2020;Hospitalización convencional;1;ANDALUCÍA;23;Jaén;1164;34;509
06/09/2020;Hospitalización convencional;1;ANDALUCÍA;41;Sevilla;3117;122;1951
06/09/2020;Hospitalización convencional;8;CASTILLA LA MANCHA;45;Toledo;1296;183;797
06/09/2020;U. Críticas CON respirador;2;ARAGÓN;44;Teruel;8;1;2
07/09/2020;Hospitalización convencional;4;ISLAS BALEARES;7;Balears, Illes;2902;350;1693
07/09/2020;Hospitalización convencional;10;COMUNIDAD VALENCIANA;46;Valencia/València;4911;294;3044
07/09/2020;Hospitalización convencional;18;CEUTA;51;Ceuta;152;6;58
07/09/2020;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;433;35;174
07/09/2020;U. Críticas SIN respirador;1;ANDALUCÍA;14;Córdoba;82;1;1
07/09/2020;U. Críticas SIN respirador;3;ASTURIAS;33;Asturias;38;0;6
07/09/2020;U. Críticas SIN respirador;15;NAVARRA;31;Navarra;12;0;0
08/09/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;34;Palencia;364;16;237
08/09/2020;U. Críticas CON respirador;4;ISLAS BALEARES;7;Balears, Illes;232;56;54
08/09/2020;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;3;Alicante/Alacant;277;30;121
08/09/2020;U. Críticas CON respirador;18;CEUTA;51;Ceuta;7;1;0
08/09/2020;U. Críticas SIN respirador;11;EXTREMADURA;10;Cáceres;21;2;0
09/09/2020;U. Críticas CON respirador;5;ISLAS CANARIAS;35;Palmas, Las;213;43;65
09/09/2020;U. Críticas CON respirador;11;EXTREMADURA;6;Badajoz;123;6;34
09/09/2020;U. Críticas SIN respirador;3;ASTURIAS;33;Asturias;44;0;5
09/09/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;37;Salamanca;5;0;0
09/09/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;47;Valladolid;10;0;1
09/09/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;49;Zamora;0;0;0
10/09/2020;Hospitalización convencional;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;2528;37;1824
10/09/2020;Hospitalización convencional;9;CATALUÑA;17;Girona;1966;52;1411
