CCN;CODCNH;Nombre Centro;Tipo Vía;Nombre Vía;Número Vía;Teléfono Principal;Cód. Municipio;Municipio;Cód. Provincia;Provincia;Cód. CCAA;CCAA;Código Postal;CAMAS;Cód. Clase de Centro;Clase de Centro;Cód. Dep. Funcional;Dependencia Funcional;Forma parte Complejo;CODIDCOM;Nombre del Complejo;ALTA;Email
0917000828;170299;INSTITUT CATALA D'ONCOLOGIA GIRONA - HOSPITAL JOSEP TRUETA;Avenida;França;S/N;972940200;170792;Girona;17;Girona;09;Cataluña;17007;26;C12;Hospitales especializados;8;Otras entidades u organismos públicos;N;;;N;ccalle@iconcologia.net
1046008287;460404;IMED VALENCIA;Calle;Ferrocarril;57;963003003;460787;Burjassot;46;Valencia/València;10;Comunitat Valenciana;46100;207;C11;Hospitales Generales;20;Privados;N;;;N;valencia@imedhospitales.com
0129001083;290228;CLINICA SANTA ELENA;Urbanizacion;Los Alamos;S/N;952386266;299018;Torremolinos;29;Málaga;01;Andalucía;29620;90;C11;Hospitales Generales;20;Privados;N;;;N;seara@csantaelena.com
0129001092;290359;HC MARBELLA INTERNATIONAL HOSPITAL;Urbanizacion;Las Mimosas, Casa Santa Isabel, S/N;S/N;952908628;290691;Marbella;29;Málaga;01;Andalucía;29660;12;C11;Hospitales Generales;20;Privados;N;;;N;bdc@marbellahighcare.com
0129001851;290382;HOSPITEN ESTEPONA;Carretera;Nacional 340;S/N;952760600;290516;Estepona;29;Málaga;01;Andalucía;29680;74;C11;Hospitales Generales;20;Privados;N;;;N;estepona@hospiten.com
0129002504;290449;HOSPITAL QUIRONSALUD MALAGA;Avenida;Imperio Argentina;1;952176016;290672;Málaga;29;Málaga;01;Andalucía;29004;132;C11;Hospitales Generales;20;Privados;N;;;N;direccion.mlg@quironsalud.es
0250000035;500093;CLINICA MONTPELLIER,  GRUPO HLA,  S.A.U;Via;Hispanidad;37;976765300;502973;Zaragoza;50;Zaragoza;02;Aragón;50012;90;C11;Hospitales Generales;20;Privados;N;;;N;evilella@clinicamontpellier.es
0250000087;500080;HOSPITAL MAZ;Avenida;Academia General Militar;74;976748000;502973;Zaragoza;50;Zaragoza;02;Aragón;50015;107;C11;Hospitales Generales;21;Mutuas Colaboradoras  con la Seguridad Social;N;;;N;maz@maz.es
0908005165;080229;CLINICA NOSTRA SENYORA DEL REMEI;Calle;Escorial;148;932850010;080193;Barcelona;08;Barcelona;09;Cataluña;08024;134;C11;Hospitales Generales;20;Privados;N;;;N;clinica.remedio@irsjg.org
0908005148;080410;CENTRE MEDIC SANT JORDI DE SANT ANDREU;Plaza;Estacio;12;933451604;080193;Barcelona;08;Barcelona;09;Cataluña;08030;57;C11;Hospitales Generales;20;Privados;N;;;N;clinicasantjordi@csantjordi.com
0908005211;080484;HOSPITAL  DE  BARCELONA;Avenida;Diagonal .;656;932542400;080193;Barcelona;08;Barcelona;09;Cataluña;08034;350;C11;Hospitales Generales;20;Privados;N;;;N;virginia@scias.com
0908005172;080538;CENTRE D'OFTALMOLOGIA BARRAQUER;Calle;Muntaner;314;932095311;080193;Barcelona;08;Barcelona;09;Cataluña;08021;70;C12;Hospitales especializados;20;Privados;N;;;N;info@barraquer.com
0908005188;080898;FUNDACIO HOSPITAL SANT JOAN DE DEU;Avenida;Mancomunitats Comarcals;1;937750316;081141;Martorell;08;Barcelona;09;Cataluña;08760;112;C11;Hospitales Generales;20;Privados;N;;;N;gerencia@hmartorell.es
0535000321;350206;HOSPITAL PERPETUO SOCORRO;Calle;Leon Y Castillo;407;928499900;350167;Palmas de Gran Canaria, Las;35;Palmas, Las;05;Canarias;35007;187;C11;Hospitales Generales;20;Privados;N;;;N;info@hospitalperpetuosocorro.es
0908005200;081094;HOSPITAL UNIVERSITARI MUTUA DE TERRASSA;Plaza;Doctor Robert;5;937365050;082798;Terrassa;08;Barcelona;09;Cataluña;08221;534;C11;Hospitales Generales;20;Privados;N;;;N;gerencimutua@mutuaterrassa.es
0908005237;081326;HOSPITAL DE MATARO;Carretera;Cirera;230;937417700;081213;Mataró;08;Barcelona;09;Cataluña;08304;402;C11;Hospitales Generales;8;Otras entidades u organismos públicos;N;;;N;gerencia@csdm.es
0908005261;081751;CLINICA CREU BLANCA;Paseo;Reina  Elisenda  De  Montcada,;17;932522522;080193;Barcelona;08;Barcelona;09;Cataluña;08034;51;C11;Hospitales Generales;20;Privados;N;;;N;inform@creublanca.es
0747001317;470053;SANATORIO SAGRADO CORAZON;Calle;Fidel Recio;1;983299000;471868;Valladolid;47;Valladolid;07;Castilla y León;47002;75;C11;Hospitales Generales;22;Organizaciones no gubernamentales;N;;;N;consultas@sscvalladolid.com
0925000576;250024;HOSPITAL SANTA MARIA;Avenida;Alcalde Rovira Roure;44;973727222;251207;Lleida;25;Lleida;09;Cataluña;25198;229;C11;Hospitales Generales;8;Otras entidades u organismos públicos;N;;;N;gerencia@gss.scs.es
0104000322;040101;HOSPITAL  MEDITERRANEO;Calle;Nueva Musa;8;950621063;040139;Almería;04;Almería;01;Andalucía;04007;89;C11;Hospitales Generales;20;Privados;N;;;N;jarojas@hospitalmediterraneo.es
0111000252;110271;CLINICA SERMAN - INSTITUTO MEDICO;Paseo;La Rosaleda;40;956301211;110201;Jerez de la Frontera;11;Cádiz;01;Andalucía;11405;41;C11;Hospitales Generales;20;Privados;N;;;N;jefeadministracion@clinicaserman.com
0111000292;110048;CLINICA LA SALUD;Calle;Feduchy;8;956225301;110125;Cádiz;11;Cádiz;01;Andalucía;11001;58;C11;Hospitales Generales;20;Privados;N;;;N;administracion@clinicalasalud.es
0111000295;110239;HOSPITAL JEREZ PUERTA DEL SUR;Avenida;Puerta Del Sur;S/N;956357100;110201;Jerez de la Frontera;11;Cádiz;01;Andalucía;11408;98;C11;Hospitales Generales;20;Privados;N;;;N;rrhhcj@asisa.es
1003000129;030041;VITHAS HOSPITAL PERPETUO INTERNACIONAL;Plaza;Doctor Gomez Ulla;15;965201100;030149;Alicante/Alacant;03;Alicante/Alacant;10;Comunitat Valenciana;03013;103;C11;Hospitales Generales;20;Privados;N;;;N;jlperezmateo@vithas.es
0129001081;290115;CLINICA DE LA ENCARNACION;Calle;Fernandez De Alarcon;2;952287766;290672;Málaga;29;Málaga;01;Andalucía;29007;105;C11;Hospitales Generales;20;Privados;N;;;N;info@clinicadelaencarnacion.com
0129001084;290094;HOSPITAL EL ANGEL;Calle;Corregidor Nicolas Isidro;16;952045000;290672;Málaga;29;Málaga;01;Andalucía;29007;138;C11;Hospitales Generales;20;Privados;N;;;N;admon.elangel@asisa.es
0908005144;080180;HOSPITAL EL PILAR;Calle;Balmes;271;932360645;080193;Barcelona;08;Barcelona;09;Cataluña;08006;186;C11;Hospitales Generales;20;Privados;N;;;N;silvia.altisen@quironsalud.es
0908005138;080370;CLINICA CORACHAN;Calle;Buigas;19;932545800;080193;Barcelona;08;Barcelona;09;Cataluña;08017;162;C11;Hospitales Generales;20;Privados;N;;;N;tlegido@corachan.com
0908005175;080692;HOSPITAL COMARCAL DE SANT BERNABE;Carretera;De Ribes;S/N;938243400;080229;Berga;08;Barcelona;09;Cataluña;08600;150;C11;Hospitales Generales;20;Privados;N;;;N;hsb@hsb.es
0538000116;380103;HOSPITAL PARQUE;Calle;Mendez Nuñez;40;922274400;380380;Santa Cruz de Tenerife;38;Santa Cruz de Tenerife;05;Canarias;38003;64;C11;Hospitales Generales;20;Privados;N;;;N;gerente@parquehospitales.es
0908005231;081458;APTIMA CENTRE CLINIC - MUTUA DE TERRASSA;Plaza;Doctor Robert;5;937365072;082798;Terrassa;08;Barcelona;09;Cataluña;08221;70;C11;Hospitales Generales;20;Privados;N;;;N;cmarin@mutuaterrassa.cat
0538001244;380064;HOSPITAL SAN JUAN DE DIOS TENERIFE;Carretera;Santa Cruz Laguna;53;922645511;380380;Santa Cruz de Tenerife;38;Santa Cruz de Tenerife;05;Canarias;38009;152;C11;Hospitales Generales;22;Organizaciones no gubernamentales;N;;;N;tenerife.admision@sjd.es
0908005251;081672;HOSPITAL  SANITAS  CIMA;Paseo;Manuel Girona;33;935522700;080193;Barcelona;08;Barcelona;09;Cataluña;08034;83;C11;Hospitales Generales;20;Privados;N;;;N;info@cimaclinic.com
1110000697;100113;CLINICA SAN FRANCISCO CLINICA QUIRURGICA CACEREÑA;Ronda;De San Francisco;0;927012200;100377;Cáceres;10;Cáceres;11;Extremadura;10005;32;C11;Hospitales Generales;20;Privados;N;;;N;clinica@cqcsanfrancisco.es
1726000080;260109;CLINICA LOS MANZANOS;Calle;Hnos. Maristas;S/N;941499490;260841;Lardero;26;Rioja, La;17;Rioja, La;26140;52;C190;Otros Centros con Internamiento;20;Privados;N;;;N;jl@viamedlosmanzanos.com
1328000057;280323;SANATORIO NUESTRA SEÑORA DEL ROSARIO;Calle;Del Principe De Vergara;53;914359100;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28006;176;C11;Hospitales Generales;20;Privados;N;;;N;s.rosario@futurmet.es
1046000421;460137;HOSPITAL QUIRONSALUD VALENCIA;Avenida;Blasco Ibañez;14;963690600;462508;València;46;Valencia/València;10;Comunitat Valenciana;46010;88;C11;Hospitales Generales;20;Privados;N;;;N;info.valencia@quironsalud.es
1232000114;320087;CENTRO MEDICO EL CARMEN;Avenida;Habana (De La);50;988223400;320548;Ourense;32;Ourense;12;Galicia;32003;43;C11;Hospitales Generales;20;Privados;N;;;N;info@centromedicoelcarmen.es
1531000738;310076;CLINICA SAN MIGUEL - PAMPLONA;Calle;Beloso Alto;32 -;948296000;312016;Pamplona/Iruña;31;Navarra;15;Navarra, Comunidad Foral de;31006;72;C11;Hospitales Generales;20;Privados;N;;;N;csm@imqnavarra.com
0908005169;080044;HOSPITAL CLINIC DE BARCELONA, SEU SABINO DE ARANA;Calle;Sabino De Arana;1;932275600;080193;Barcelona;08;Barcelona;09;Cataluña;08028;130;C12;Hospitales especializados;8;Otras entidades u organismos públicos;N;;;N;asalgot@medicina.ub.es
0908005159;080116;FREMAP, HOSPITAL DE BARCELONA;Calle;Madrazo;8;934169100;080193;Barcelona;08;Barcelona;09;Cataluña;08006;62;C11;Hospitales Generales;21;Mutuas Colaboradoras  con la Seguridad Social;N;;;N;admision_barcelona@fremap.es
0908005160;080137;CENTRE DE PREVENCIO I REHABILITACIO ASEPEYO;Avenida;Alcalde Barnils;54-60;935653900;082055;Sant Cugat del Vallès;08;Barcelona;09;Cataluña;08174;138;C11;Hospitales Generales;21;Mutuas Colaboradoras  con la Seguridad Social;N;;;N;asepeyo@asepeyo.es
0908005161;080142;CLINICA MC COPERNIC;Calle;Copernic;58;934141992;080193;Barcelona;08;Barcelona;09;Cataluña;08006;60;C11;Hospitales Generales;21;Mutuas Colaboradoras  con la Seguridad Social;N;;;N;info@mc-mutual.com
0908005166;080168;HOSPITAL EGARSAT SANT HONORAT;Avenida;Tibidabo;20;932127000;080193;Barcelona;08;Barcelona;09;Cataluña;08022;14;C11;Hospitales Generales;21;Mutuas Colaboradoras  con la Seguridad Social;N;;;N;egarsat@egarsat.es
0908005154;080174;HOSPITAL DOS DE MAIG;Calle;Dos De Maig;301;935072700;080193;Barcelona;08;Barcelona;09;Cataluña;08025;229;C11;Hospitales Generales;8;Otras entidades u organismos públicos;N;;;N;gerencia.bcn@consorcicreuroja.es
0908005135;080673;HOSPITAL MUNICIPAL DE BADALONA;Via;Augusta,;9;934648300;080155;Badalona;08;Barcelona;09;Cataluña;08911;140;C11;Hospitales Generales;6;Municipio;N;;;N;gerenciabsa@bsa.cat
0908005180;080771;HOSPITAL GENERAL DE L'HOSPITALET;Avenida;Josep Molins,;29;934407500;081017;Hospitalet de Llobregat, L';08;Barcelona;09;Cataluña;08906;89;C11;Hospitales Generales;8;Otras entidades u organismos públicos;N;;;N;direccio.assistencial@sanitatintegral.or
0908005196;081038;HOSPITAL RESIDENCIA SANT CAMIL - CONSORCI SANITARI DEL GARRAF.;Ronda;Sant  Camil;S/N;938960025;082310;Sant Pere de Ribes;08;Barcelona;09;Cataluña;08810;295;C11;Hospitales Generales;8;Otras entidades u organismos públicos;N;;;N;santcamil@hrsantcamil.es
0908005210;081141;HOSPITAL DE VILADECANS;Avenida;Gava;38;936590111;083015;Viladecans;08;Barcelona;09;Cataluña;08840;110;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;gerencia@hv.scs.es
0639000883;390041;HOSPITAL RAMON NEGRETE;Avenida;Del Faro;NÃ?Âº 33;942204100;390759;Santander;39;Cantabria;06;Cantabria;39012;30;C12;Hospitales especializados;21;Mutuas Colaboradoras  con la Seguridad Social;N;;;N;t.usle@mutuamontanesa.es
0639000989;390149;HOSPITAL SIERRALLANA;Barrio;Ganzo;S/N;942847400;390876;Torrelavega;39;Cantabria;06;Cantabria;39300;301;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;benignoeusebio.caviedes@cssalud.es
0724001716;240140;HOSPITAL DE LA REINA;Calle;Hospital 28;S/N;987409109;241152;Ponferrada;24;León;07;Castilla y León;24401;72;C11;Hospitales Generales;22;Organizaciones no gubernamentales;N;;;N;felix@hospital-reina.com
0724001717;240188;HOSPITAL SAN JUAN DE DIOS LEON;Avenida;San Ignacio De Loyola;73;000000000;241422;San Andrés del Rabanedo;24;León;07;Castilla y León;24010;297;C11;Hospitales Generales;22;Organizaciones no gubernamentales;N;;;N;leon.hospital@hsjd.es
0747001314;470091;HOSPITAL MEDINA DEL CAMPO;Calle;Peñaranda De Bracamonte;24;983838001;470856;Medina del Campo;47;Valladolid;07;Castilla y León;47000;119;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;gerencia.hmdc@saludcastillayleon.es
1110000572;100054;HOSPITAL CAMPO ARAÑUELO;Calle;Tomas Yuste Miron;0;927548900;101318;Navalmoral de la Mata;10;Cáceres;11;Extremadura;10300;102;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;dirmed.hcar@hcar.ses.juntaex.es
1012000288;120115;HOSPITAL COMARCAL DE VINAROS;Avenida;Gil De Atrocillo;S/N;964400032;121384;Vinaròs;12;Castellón/Castelló;10;Comunitat Valenciana;12500;150;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;suay_ale@gva.es
1012000178;120136;HOSPITAL UNIVERSITARIO DE LA PLANA;Carretera;Vila-Real A Borriana;KM 0,5;964399775;121359;Vila-real;12;Castellón/Castelló;10;Comunitat Valenciana;12540;258;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;laplana@gva.es
1012000256;120148;INSTITUTO DE TRAUMATOLOGIA DE UNION DE MUTUAS (MATEPSS Nº 267);Avenida;Virgen De Lidon;67;964231212;120402;Castellón de la Plana/Castelló de la Plana;12;Castellón/Castelló;10;Comunitat Valenciana;12004;28;C12;Hospitales especializados;21;Mutuas Colaboradoras  con la Seguridad Social;N;;;N;amarti@uniondemutuas.es
0917000816;170301;HOSPITAL SANTA CATERINA-IAS;Avenida;Doctor Castany (P. H. Marti I Julia);S/N;972182600;171557;Salt;17;Girona;09;Cataluña;17190;178;C11;Hospitales Generales;8;Otras entidades u organismos públicos;N;;;N;gerencia@ias.scs.es
1620000007;200185;HOSPITAL ALTO DEBA (ORGANIZACION SANITARIA INTEGRADA ALTO DEBA);Avenida;Nafarroa, Avenida/Etorbidea;16;943035300;200551;Arrasate/Mondragón;20;Gipuzkoa;16;País Vasco;20500;90;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;antonio.arraizaarmendariz@osakidetza.net
0943000760;430167;HOSPITAL DE TORTOSA VERGE DE LA CINTA;Calle;Esplanetes .;44;977519100;431554;Tortosa;43;Tarragona;09;Cataluña;43500;248;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;htvc@tinet.fut.es
1328000001;280856;FREMAP HOSPITAL MAJADAHONDA;Carretera;M-515 (Pozuelo);61;917461540;280800;Majadahonda;28;Madrid;13;Madrid, Comunidad de;28220;116;C12;Hospitales especializados;21;Mutuas Colaboradoras  con la Seguridad Social;N;;;N;ignacio_lorenzo@fremap.es
1328000026;280894;HOSPITAL UNIVERSITARIO DE MOSTOLES;Calle;Rio Jucar;S/N;916648600;280920;Móstoles;28;Madrid;13;Madrid, Comunidad de;28935;332;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;secreger@chm.es
1046000414;460240;HOSPITAL INTERMUTUAL DE LEVANTE;Carretera;Ctra Valencia-Ademuz;KM 11,700;961350250;469030;San Antonio de Benagéber;46;Valencia/València;10;Comunitat Valenciana;46184;230;C12;Hospitales especializados;21;Mutuas Colaboradoras  con la Seguridad Social;N;;;N;maortega@hilevante.com
1648000019;480031;CLINICA ERCILLA MUTUALIA;Calle;Ercilla;10;944252500;480209;Bilbao;48;Bizkaia;16;País Vasco;48009;23;C12;Hospitales especializados;21;Mutuas Colaboradoras  con la Seguridad Social;N;;;N;marijuan@mutualia.es
1601000007;010035;HOSPITAL PSIQUIATRICO DE ALAVA;Calle;Alava;43;945006555;010590;Vitoria-Gasteiz;01;Araba/Álava;16;País Vasco;01006;207;C14;Hospitales de salud mental y tratamiento de toxicomanías;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;mireneguzkine.demiguelaguirre@osakidetza.eus
0104000320;040084;HOSPITAL LA INMACULADA;Avenida;Doctora Ana Parra;S/N;950029176;040530;Huércal-Overa;04;Almería;01;Andalucía;04600;184;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;h.inmaculada.sspa@juntadeandalucia.es
0104001001;040127;HOSPITAL DE ALTA RESOLUCION ELTOYO;Camino;De La Botica;S/N;950158015;040139;Almería;04;Almería;01;Andalucía;04131;44;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;sugerencias@ephpo.es
0111004317;110316;HOSPITAL DE LA LINEA DE LA CONCEPCION;Ronda;Norte, Esquina C/ Gabriel Mirã³;S/N;956026500;110223;Línea de la Concepción, La;11;Cádiz;01;Andalucía;11300;243;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;jesus.ros.sspa@juntadeandalucia.es
0118000562;180107;HOSPITAL SANTA ANA;Avenida;Enrique Martin Cuevas;S/N;958038200;181400;Motril;18;Granada;01;Andalucía;18600;187;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;francisco.perez.saez.sspa@juntadeandaluc
0118001566;180122;HOSPITAL DE ALTA RESOLUCION DE GUADIX;Avenida;Mariana Pineda;S/N;958699136;180896;Guadix;18;Granada;01;Andalucía;18500;50;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;sugerencias@ephpo.es
0121000150;210097;HOSPITAL DE RIOTINTO;Avenida;La Esquila;5;959025295;210499;Minas de Riotinto;21;Huelva;01;Andalucía;21660;118;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;secdireccion.dsa.sspa@juntadeandalucia.e
1003000121;030187;HOSPITAL SANT VICENT DEL RASPEIG;Calle;Lillo Juan;137;965907700;031225;San Vicente del Raspeig/Sant Vicent del Raspeig;03;Alicante/Alacant;10;Comunitat Valenciana;03690;179;C13;Hospitales de media y larga estancia;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;hospitalsanvicente@gva.es
1003000040;030190;SANATORIO SAN FRANCISCO DE BORJA FONTILLES;Carretera;Orba-Vall De Laguar, Km 4 Numero;S/N;963511583;031376;Vall de Laguar, la;03;Alicante/Alacant;10;Comunitat Valenciana;03791;96;C13;Hospitales de media y larga estancia;22;Organizaciones no gubernamentales;N;;;N;fontilles@fontilles.org
1003000136;030204;HOSPITAL MARINA BAIXA DE LA VILA JOIOSA;Avenida;Alcalde En Jaume Botella Mayor;7;966859800;031395;Villajoyosa/Vila Joiosa, la;03;Alicante/Alacant;10;Comunitat Valenciana;03570;286;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;hvillajoyosa_saip@gva.es
1003000177;030232;HOSPITAL PSIQUIATRICO PENITENCIARIO DE FONTCALENT;Complejo;Centro Penitenc. Fontcalen;1;965101230;030149;Alicante/Alacant;03;Alicante/Alacant;10;Comunitat Valenciana;03113;432;C14;Hospitales de salud mental y tratamiento de toxicomanías;3;Otras entidades u organismos públicos de dependencia estatal;N;;;N;director.alicantep@dgip.mir.es
0123000216;230145;HOSPITAL ALTO GUADALQUIVIR;Avenida;Blas Infante;S/N;953021575;230050;Andújar;23;Jaén;01;Andalucía;23740;67;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;gerencia@ephag.es
0123000703;230162;HOSPITAL DE ALTA RESOLUCION SIERRA DE SEGURA;Carretera;Puente Genave - La Puerta De Segura, Km. 0,300;S/N;953499012;230716;Puente de Génave;23;Jaén;01;Andalucía;23350;24;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;gerencia@ephag.es
1003000098;030351;HOSPITAL LA PEDRERA;Partida;Plana Est;4;965579702;030633;Dénia;03;Alicante/Alacant;10;Comunitat Valenciana;03700;107;C13;Hospitales de media y larga estancia;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;direccion_hlapedrera@gva.es
0123000736;230173;HOSPITAL DE ALTA RESOLUCION DE ALCAUDETE;Camino;Viejo De La Fuensanta;2;953368211;230032;Alcaudete;23;Jaén;01;Andalucía;23660;16;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;gerencia@ephag.es
0123002675;230184;HOSPITAL DE ALTA RESOLUCION DE ALCALA LA REAL;Avenida;De Iberoamerica;S/N;953599008;230026;Alcalá la Real;23;Jaén;01;Andalucía;23680;28;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;gerencia@ephag.es
0129001087;290154;HOSPITAL  DE ANTEQUERA;Avenida;Poeta Muã?Oz Rojas;S/N;951061008;290154;Antequera;29;Málaga;01;Andalucía;29200;159;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;informacion2.han.sspa@juntadeandalucia.e
1106000796;060135;CENTRO SOCIOSANITARIO DE MERIDA;Carretera;Valverde;0;924388081;060830;Mérida;06;Badajoz;11;Extremadura;06800;270;C13;Hospitales de media y larga estancia;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;csanitario.merida@salud-juntaex.es
0141001947;410386;HOSPITAL DE ALTA RESOLUCION DE UTRERA;Calle;Brigadas Internacionales;S/N;955839097;410956;Utrera;41;Sevilla;01;Andalucía;41710;14;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;secretaria.chare.utrera.sspa@juntadeanda
0222000001;220036;HOSPITAL SAGRADO CORAZON DE JESUS;Paseo;Lucas Mallada;22;974292000;221259;Huesca;22;Huesca;02;Aragón;22006;70;C13;Hospitales de media y larga estancia;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;hscjhuesca@salud.aragon.es
0244000004;440033;CENTRO DE REHABILITACION PSICOSOCIAL SAN JUAN DE DIOS;Avenida;Zaragoza;10-14;978654040;442160;Teruel;44;Teruel;02;Aragón;44001;150;C14;Hospitales de salud mental y tratamiento de toxicomanías;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;hpsiquiteruel@aragon.es
0250000034;500068;CENTRO DE REHABILITACION PSICOSOCIAL NUESTRA SEÑORA DEL PILAR;Calle;Duquesa Villahermosa;66-68;976331500;502973;Zaragoza;50;Zaragoza;02;Aragón;50009;172;C14;Hospitales de salud mental y tratamiento de toxicomanías;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;administracion.crp@aragon.es
0250000068;500055;HOSPITAL ROYO VILLANOVA;Avenida;San Gregorio;30;976466910;502973;Zaragoza;50;Zaragoza;02;Aragón;50015;254;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;direccion.hrv@salud.aragon.es
0250000070;500107;CENTRO NEUROPSIQUIATRICO NUESTRA SEÑORA DEL CARMEN;Camino;Abejar;100;976770635;502973;Zaragoza;50;Zaragoza;02;Aragón;50190;277;C14;Hospitales de salud mental y tratamiento de toxicomanías;22;Organizaciones no gubernamentales;N;;;N;gerencia@neuronscarmen.org
0908005268;080155;CLINICA MC LONDRES;Calle;Londres;28-38;934577200;080193;Barcelona;08;Barcelona;09;Cataluña;08029;22;C11;Hospitales Generales;21;Mutuas Colaboradoras  con la Seguridad Social;N;;;N;info@mc-mutual.com
0908005214;080689;CENTRE SOCIOSANITARI EL CARME;Camino;Sant Jeroni De La Murtra,;60;935074710;080155;Badalona;08;Barcelona;09;Cataluña;08917;210;C13;Hospitales de media y larga estancia;6;Municipio;N;;;N;gerenciabsa@bsa.cat
0908005176;080706;HOSPITAL COMARCAL SANT JAUME DE CALELLA;Calle;Sant Jaume;209-217;937690201;080351;Calella;08;Barcelona;09;Cataluña;08370;233;C11;Hospitales Generales;8;Otras entidades u organismos públicos;N;;;N;nconstans@salutms.cat
0908005183;080826;HOSPITAL  DE  SANT  JAUME;Carretera;D'Olot;7;938506565;081120;Manlleu;08;Barcelona;09;Cataluña;08560;90;C13;Hospitales de media y larga estancia;8;Otras entidades u organismos públicos;N;;;N;gerencia@hospitalmanlleu.com
0908005198;081056;CENTRES ASSISTENCIALS DR. EMILI MIRA I LOPEZ (RECINTE TORRIBERA).;Calle;Prat De La Riba;171;934628926;082457;Santa Coloma de Gramenet;08;Barcelona;09;Cataluña;08921;454;C14;Hospitales de salud mental y tratamiento de toxicomanías;8;Otras entidades u organismos públicos;N;;;N;g.torribera@diba.es
0908005199;081081;HOSPITAL DE SANT LLATZER;Plaza;Doctor Robert;1;937837111;082798;Terrassa;08;Barcelona;09;Cataluña;08221;77;C13;Hospitales de media y larga estancia;8;Otras entidades u organismos públicos;N;;;N;admissionsfsll@cst.cat
0908005229;081430;HOSPITAL COMARCAL DE L'ALT PENEDES.;Calle;Espirall;S/N;938180440;083054;Vilafranca del Penedès;08;Barcelona;09;Cataluña;08720;144;C11;Hospitales Generales;8;Otras entidades u organismos públicos;N;;;N;xvillanova@csap.scs.es
0908005240;081580;ANTIC HOSPITAL DE SANT JAUME I SANTA MAGDALENA;Calle;Hospital;29-31;937582800;081213;Mataró;08;Barcelona;09;Cataluña;08301;70;C13;Hospitales de media y larga estancia;8;Otras entidades u organismos públicos;N;;;N;gerencia@csdm.es
0908005247;081649;HOSPITAL SOCIOSANITARI PERE VIRGILI;Avenida;Vallcarca;169-205;932594000;080193;Barcelona;08;Barcelona;09;Cataluña;08023;366;C13;Hospitales de media y larga estancia;8;Otras entidades u organismos públicos;N;;;N;pvirgili@perevirgili.catsalut.cat
0639000456;390134;HOSPITAL COMARCAL DE LAREDO;Avenida;Derechos Humanos;S/N;942638500;390358;Laredo;39;Cantabria;06;Cantabria;39770;131;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;gerent.galrd@scsalud.es
0908005228;081728;HOSPITAL GENERAL PENITENCIARI;Carretera;Torrebonica;S/N;937317861;082798;Terrassa;08;Barcelona;09;Cataluña;08227;32;C11;Hospitales Generales;8;Otras entidades u organismos públicos;N;;;N;suhp@cst.cat
0908005242;081739;CENTRE SOCIOSANITARI DE L'HOSPITALET - CONSORCI SANITARI INTEGRAL;Avenida;Josep Molins;41;934407500;081017;Hospitalet de Llobregat, L';08;Barcelona;09;Cataluña;08906;123;C13;Hospitales de media y larga estancia;8;Otras entidades u organismos públicos;N;;;N;carmen.gimeno@sanitatintegral.org
